Indicator,Category,BASE,ST Elevé,ST Faible,Très élevée,Assez élevée,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Socio-Professional Category,Blue collar,717.4432,0.3120942535938733,0.4225555416791183,0.11847679,0.19361742,0.235,0.2922592599999999,0.12932119,0.03132534,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Far left,187.3446,0.36575316288806825,0.3449999,0.1490557,0.21669747,0.26988891,0.30465799,0.042498829999999994,0.01720154,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Radical left,828.7407,0.27898231618164765,0.3496377093583072,0.10204221,0.17694015000000002,0.3434114,0.29837572,0.05126193,0.02796951,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Left,1430.296,0.21863991789112183,0.4292818409615911,0.065,0.15419354,0.3302157,0.36169658000000005,0.0670308,0.02186338,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,PC/LFI,641.3963,0.255,0.35036232669256123,0.08831007,0.16532743,0.36488611,0.29654069,0.05382151,0.03111469,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,PS,449.3176,0.1856657072858931,0.4949999,0.05586741,0.12979832,0.3083674,0.41066519999999995,0.0843942,0.010907819999999999,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,EELV,339.583,0.19616688703498114,0.4913087522049101,0.03072471,0.16544215,0.29363849,0.42230294,0.06900572,0.01888543,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,EM,672.9198,0.15385771082973038,0.5078823657737519,0.044415,0.10944282,0.32500069,0.44189025000000004,0.06599205,0.01325851,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,MoDem,161.1257,0.15956070322735605,0.48294952326041096,0.07782204,0.08173867,0.33530398999999994,0.39863554,0.08431405,0.022185420000000004,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Right,573.0042,0.365,0.34213204719965407,0.1366858,0.22816271000000002,0.28499990000000003,0.2749999,0.0669107,0.00824099,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,UDI/PR,89.32552,0.175,0.4549999,0.045,0.12975553,0.36256458,0.39220510999999997,0.06377185,0.00670293,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,LR,397.5368,0.3779798499157813,0.3349999,0.15194369,0.22603603,0.2772538700000001,0.2749999,0.0602873,0.00947921,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Radical right,1008.8,0.4273275178429818,0.3240218080888184,0.22242298,0.205,0.22922563000000007,0.22295926,0.10106265,0.01932948,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Debout la France,86.14185,0.5002185348933184,0.2513588923386252,0.16198874,0.33753078,0.245,0.15062702,0.10073186,0.0041216,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Reconquete,205.4045,0.5576226421524357,0.2212118040257151,0.34939405,0.20822854,0.20914902,0.15224253,0.06896933,0.012016540000000001,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,RN,717.2537,0.385,0.36219081198186914,0.195,0.18794018999999998,0.23329946000000001,0.25021704000000006,0.11029311,0.0232502,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Political similarity,No preference,1860.95,0.3108020634622102,0.39661979096697925,0.1546084,0.15619388,0.24872592,0.22849249000000002,0.16812725,0.04385304,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Total-left,1649.278,0.21767373359736805,0.44444393243589014,0.07950497,0.13816876,0.315,0.37014953,0.07389433,0.02328241,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Very Left,217.9165,0.2211129951151014,0.49278966943760566,0.08025735,0.14085565,0.25702391,0.43329436000000005,0.05949517,0.02907414,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Left,1431.362,0.2171500291330914,0.4370833513814115,0.07939033,0.13775963,0.32336579,0.36099694,0.07608648,0.02240064,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Center,776.1196,0.2143477628963371,0.43576234899878835,0.07247937,0.14186834,0.33541081,0.36853959,0.06722269,0.01447876,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Total-right,1622.94,0.3705676118648872,0.3399520006901056,0.17485945,0.19570834,0.27080816,0.27109881,0.06885332,0.01867114,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Right,1193.119,0.3549999,0.3466820157922219,0.15241405,0.20374556,0.28215838000000004,0.27897527,0.06770674,0.015,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Very Right,429.8207,0.41056282305621855,0.32127093925443795,0.23716447,0.17339842000000003,0.23603748999999996,0.24923486,0.07203604,0.03212835,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Both left and Right,200.4265,0.3358728511449334,0.4140562250999743,0.14876112,0.18711178,0.23012566,0.34165672,0.07239951,0.01994568,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Politics,Neither left nor right,1673.316,0.3094909150453351,0.41140561615379284,0.14294054,0.16655031,0.23573551000000004,0.2176265,0.19377894,0.043368989999999996,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Loss of job risk,High risk,556.2398,0.399409391417155,0.3508033765293314,0.20607909999999996,0.19333029000000002,0.24362496,0.25986202,0.09094135,0.00616184,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Loss of job risk,Low risk,1874.312,0.31309797941858136,0.37064741622526026,0.12163172,0.19146646999999997,0.30013946,0.25857323,0.11207423999999999,0.01611527,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
Loss of job risk,Zero risk,3478.817,0.2589676605581725,0.43094793431215267,0.11541081,0.14355696,0.27443418,0.32841682,0.10253140999999999,0.03565172,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Arthaud,24.07418,0.3304464368049088,0.3649999,0.17141538999999997,0.15903104,0.27868143,0.2800480900000001,0.0849999,0.02582415,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Poutou,32.85668,0.30018939832021985,0.38499203206166904,0.07903836,0.22115101,0.29515478,0.25383922,0.13115296,0.01966371,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Roussel,98.04205,0.2349999,0.37783502078954895,0.09014747,0.14499990000000001,0.35974577,0.25563317,0.12220184999999999,0.02727184,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Melenchon,942.3053,0.2049999,0.4458045603691288,0.0723883,0.1346866,0.31202807,0.3471075699999999,0.0986971,0.03509208,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Hidalgo,75.31895,0.24964607180530266,0.4307259992339246,0.11090279000000001,0.1387433,0.30684436000000004,0.34499989999999997,0.08556375,0.0129459,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Jadot,198.8808,0.1649999,0.5002780560013838,0.06299587,0.10216346,0.30797975,0.39644129,0.10383657,0.02658315,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Macron,1195.294,0.18316732117788592,0.4796788907164262,0.05275531,0.13041193,0.31693893,0.38570327,0.09397562,0.0202162,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Pecresse,205.1207,0.3390746521438353,0.34497469051148905,0.14646966,0.19260513,0.3069213799999999,0.25928958,0.0849999,0.00971435,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Dupont-Aignan,88.56025,0.4888224683195903,0.32563650170364244,0.23274730999999999,0.25607516,0.1632999,0.20585759,0.11977879,0.022241150000000005,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Zemmour,303.4525,0.5116154917161665,0.2575454148507592,0.28939126,0.22222437,0.21150856,0.16011929,0.09742609,0.01933077,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Le Pen,993.0248,0.396395940967436,0.3349999,0.205,0.19189309,0.25033916,0.23299247,0.10240973,0.01736555,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Lassalle,134.5409,0.3895123341675283,0.3630840138574961,0.14688069,0.24263165,0.22616461,0.30497529,0.0581087,0.02123862,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Blank/Null/NA,96.61228,0.2550974886422306,0.39167391557263737,0.13926242,0.11583507,0.26471407,0.17265682999999998,0.21901709,0.08851423000000001,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Blank,63.86856,0.2814782421898975,0.3828202796493298,0.16463734,0.11684096,0.26848891,0.17172596000000004,0.21109447,0.06721222,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Null,19.09123,0.21702200434440316,0.4749999,0.07873097,0.13829104,0.21253837,0.19217636,0.28285899,0.09540459000000001,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
2nd round vote,Macron,2287.563,0.1923740242345238,0.46081178966437203,0.0649999,0.12699821,0.32693237,0.36979247000000004,0.09139364000000001,0.01988341,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
2nd round vote,Le Pen,1619.66,0.42862816887494903,0.3140725213933788,0.21996635,0.20866244000000003,0.23689342,0.21318555,0.10088704,0.0204047,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
2nd round vote,Blank/Null/NA,370.4173,0.2839241039767851,0.41682259440906244,0.11186651,0.17205765,0.255,0.29829767,0.11826953,0.04450864,"q13v13b_i4. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes en mer"
